Weather_Database,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
348,V,57.4035,45.0916,64.11,83,94,5.7,RU,overcast clouds
349,N,37.0778,41.2178,84.69,16,0,4.32,TR,clear sky
350,S,25.35,-105.7333,62.46,92,100,2.04,MX,overcast clouds
351,H,48.0056,91.6419,65.53,33,3,4.79,MN,clear sky
352,B,2.8197,-60.6733,76.98,88,75,4.61,BR,broken clouds
353,S,-5.5569,-80.8222,63.84,81,7,16.08,PE,clear sky
354,S,51.226,-58.6502,57.69,91,64,7.65,CA,broken clouds
355,S,22.7545,112.9565,94.95,49,32,3.38,CN,scattered clouds
356,M,38.8876,-76.5119,82.2,88,100,1.99,US,overcast clouds
357,N,-32.7167,152.15,66.99,55,1,8.99,AU,clear sky
358,P,6.4965,2.6036,76.82,86,100,10.71,BJ,overcast clouds
359,C,-28.4696,-65.7852,60.58,71,93,4.0,AR,overcast clouds
360,S,37.5683,126.9778,88.99,58,20,10.36,KR,few clouds
361,A,35.3029,37.1841,76.62,43,0,5.79,SY,clear sky
362,L,17.9583,-102.2,80.42,78,100,3.06,MX,overcast clouds
363,M,-37.8333,140.7667,53.6,63,100,8.08,AU,overcast clouds
364,M,33.2833,134.15,82.76,81,56,11.9,JP,broken clouds
365,N,-42.7826,147.0587,53.1,71,97,3.0,AU,overcast clouds
366,A,13.4667,22.2,70.54,79,100,6.64,TD,overcast clouds
367,W,-28.45,18.7333,53.06,43,0,10.42,NA,clear sky
368,L,-13.8745,-171.5986,87.58,68,21,16.26,WS,few clouds
369,P,15.7432,-96.4661,78.82,93,57,2.77,MX,broken clouds
370,S,-14.2667,50.1667,67.35,87,87,8.08,MG,light rain
371,M,-20.2833,44.2833,63.7,78,0,5.21,MG,clear sky
372,C,-20.1,146.2667,69.78,27,0,9.64,AU,clear sky
373,T,22.6783,-3.9836,97.23,6,8,16.24,ML,clear sky
374,S,22.5667,59.5289,81.05,72,88,15.55,OM,overcast clouds
375,N,-15.1961,12.1522,61.59,79,79,6.98,AO,broken clouds
376,K,1.55,110.3333,84.42,79,40,2.3,MY,scattered clouds
377,M,39.8885,4.2658,72.16,78,0,0.0,ES,clear sky
378,C,41.0923,40.7292,69.26,70,0,4.03,TR,clear sky
379,M,25.5333,-103.25,82.26,38,30,16.44,MX,scattered clouds
380,T,-33.2333,-54.3833,64.9,94,100,7.99,UY,overcast clouds
381,C,-29.9533,-71.3436,53.33,100,40,3.44,CL,scattered clouds
382,H,27.11,109.9956,92.98,53,40,4.83,CN,scattered clouds
383,P,54.3161,-130.3201,67.69,79,0,17.27,CA,clear sky
384,W,-41.4122,175.5153,52.14,81,100,15.57,NZ,overcast clouds
385,M,-19.8167,-63.9833,59.56,83,29,2.37,BO,scattered clouds
386,B,47.2833,26.3833,65.28,78,46,4.63,RO,scattered clouds
387,T,17.4189,121.4443,86.86,68,100,3.33,PH,overcast clouds
388,M,36.5281,37.9549,79.02,35,0,7.27,SY,clear sky
389,K,-4.5911,15.1708,68.88,82,32,4.29,CD,scattered clouds
390,M,0.5738,12.8642,68.43,97,60,4.23,GA,broken clouds
391,P,-0.0333,109.3333,85.98,74,40,4.61,ID,scattered clouds
392,Y,4.8833,38.0833,57.58,74,100,7.7,ET,overcast clouds
393,S,59.5336,33.9167,61.27,99,100,3.4,RU,overcast clouds
394,K,-20.7377,116.8463,79.48,32,0,16.71,AU,clear sky
395,V,46.4856,135.8833,82.63,50,49,4.76,RU,scattered clouds
396,Z,66.7697,123.3711,78.35,48,6,4.25,RU,clear sky
397,P,43.1827,13.7934,73.18,75,2,5.86,IT,clear sky
398,C,-45.8667,-67.5,44.46,49,0,16.11,AR,clear sky
399,P,14.0453,124.1694,87.75,65,100,10.4,PH,light rain
400,S,26.1578,78.7797,87.51,64,100,5.75,IN,moderate rain
401,A,-12.48,-49.1247,71.31,39,0,3.2,BR,clear sky
402,E,5.1033,73.0708,82.04,74,100,14.81,MV,overcast clouds
403,A,10.0667,34.5333,59.7,84,100,3.31,ET,light rain
404,V,-33.0393,-71.6273,53.47,80,40,5.75,CL,scattered clouds
405,R,32.3502,-85.1999,82.9,63,92,5.61,US,overcast clouds
406,A,26.5921,12.7805,77.63,16,0,6.44,LY,clear sky
407,I,-24.7081,-47.5553,61.83,93,12,3.96,BR,few clouds
408,B,-2.5833,115.3833,87.98,63,100,0.4,ID,overcast clouds
409,F,36.6864,52.5225,77.22,100,100,0.0,IR,overcast clouds
410,G,27.9769,-114.0611,68.79,82,57,15.32,MX,broken clouds
411,B,44.0582,-121.3153,96.08,13,0,11.5,US,clear sky
412,K,54.3342,18.1974,58.86,91,75,8.05,PL,broken clouds
413,K,20.785,-156.4656,83.97,75,8,10.51,US,clear sky
414,P,39.3953,121.9669,81.3,79,100,17.31,CN,overcast clouds
415,P,-20.3167,118.5667,80.65,34,0,16.11,AU,clear sky
416,S,34.6667,138.95,86.36,76,88,8.84,JP,overcast clouds
417,P,18.0384,-71.744,80.08,75,100,1.28,DO,overcast clouds
418,S,31.4167,51.5667,69.73,30,97,2.53,IR,overcast clouds
419,A,69.3143,16.1194,48.18,93,100,16.11,NO,overcast clouds
420,N,43.5167,-8.1528,64.04,94,59,3.56,ES,broken clouds
421,P,12.9333,100.8833,92.14,68,63,6.69,TH,light rain
422,B,-41.0667,145.9167,50.94,62,100,9.53,AU,overcast clouds
423,K,50.5994,97.5228,59.05,62,100,1.39,RU,overcast clouds
424,B,-8.145,159.5921,85.46,66,15,8.1,SB,few clouds
425,A,31.2156,29.9553,75.16,83,0,3.44,EG,clear sky
426,O,-26.9802,26.6727,52.23,65,38,6.62,ZA,scattered clouds
427,H,-25.2986,152.8535,66.38,55,2,9.48,AU,clear sky
428,A,-3.2033,-52.2064,77.0,71,100,1.99,BR,overcast clouds
429,U,-20.4597,-66.825,44.87,25,21,4.25,BO,few clouds
430,F,-34.5833,150.8552,68.18,54,11,5.99,AU,few clouds
431,B,46.6806,113.2792,71.2,38,10,1.59,MN,clear sky
432,J,12.2175,4.3792,78.82,78,100,7.43,NG,overcast clouds
433,S,-20.5167,57.5167,68.38,88,40,5.75,MU,light rain
434,K,-26.5333,151.8333,63.84,46,2,0.47,AU,clear sky
435,N,51.1537,37.8879,67.23,75,7,2.98,RU,clear sky
436,C,21.4612,-71.1419,81.23,77,0,21.0,TC,clear sky
437,B,-25.1667,45.05,57.54,81,0,4.99,MG,clear sky
438,Y,7.3833,8.5667,71.44,96,100,5.48,NG,overcast clouds
439,S,19.2056,-69.3369,76.51,88,3,8.39,DO,clear sky
440,M,71.0357,27.8492,49.95,93,100,20.71,NO,drizzle
441,S,44.85,34.9667,72.19,59,0,3.8,UA,clear sky
442,F,54.4333,-124.25,82.38,42,1,3.42,CA,clear sky
443,R,-43.3002,-65.1023,41.09,78,6,15.75,AR,clear sky
444,M,35.0653,36.3406,73.49,40,0,3.29,SY,clear sky
445,D,12.0708,1.7889,75.09,86,88,8.59,BF,overcast clouds
446,V,60.6785,11.8331,47.48,88,98,1.81,NO,overcast clouds
447,K,-34.0033,24.7314,57.88,91,2,5.01,ZA,clear sky
448,Y,66.8333,70.8333,62.74,60,98,11.88,RU,overcast clouds
449,H,58.5169,-117.136,84.31,42,20,4.61,CA,few clouds
450,P,61.5734,31.4792,57.69,90,24,7.34,RU,few clouds
451,L,8.4833,8.5167,73.18,97,100,6.22,NG,light rain
452,L,39.3407,-76.7222,80.83,85,100,1.01,US,overcast clouds
453,C,-38.2667,141.9667,50.43,84,100,10.47,AU,light rain
454,C,-36.2333,149.1333,51.28,51,76,9.04,AU,broken clouds
455,S,44.0787,-80.2041,67.23,78,27,7.29,CA,scattered clouds
456,B,26.8,82.7167,88.39,62,82,3.69,IN,moderate rain
457,B,70.8578,29.0864,50.0,93,100,25.32,NO,drizzle
458,M,37.1666,-119.8343,94.41,28,16,1.99,US,few clouds
459,D,-21.5333,21.9333,56.43,35,5,10.36,BW,clear sky
460,H,60.7522,-137.5108,55.35,71,100,2.3,CA,overcast clouds
461,P,45.5234,-122.6762,92.79,47,5,3.0,US,clear sky
462,V,42.7297,133.0839,73.08,86,34,3.6,RU,scattered clouds
463,K,-14.97,22.6814,51.12,67,30,5.91,ZM,scattered clouds
464,T,-17.5333,-149.3333,82.42,79,24,27.65,PF,light rain
465,I,-28.24,-48.6703,62.1,99,99,9.15,BR,overcast clouds
466,K,-3.0091,114.3876,84.47,73,97,4.09,ID,light rain
467,B,36.5583,104.2081,80.22,24,2,6.33,CN,clear sky
468,K,12.3081,75.1063,79.68,82,34,3.87,IN,scattered clouds
469,B,5.5577,95.3222,82.11,74,91,4.88,ID,overcast clouds
470,K,62.2266,-6.589,52.72,91,87,14.56,FO,overcast clouds
471,B,-8.1181,111.8935,78.87,79,99,7.07,ID,overcast clouds
472,A,9.4352,118.5492,87.44,67,100,3.31,PH,overcast clouds
473,M,42.1167,118.7833,65.55,83,100,1.59,CN,light rain
474,U,32.8333,66.0,81.19,48,10,3.76,AF,clear sky
475,N,66.0833,76.6333,57.65,62,4,12.71,RU,clear sky
476,V,-23.35,47.6,64.15,89,34,3.49,MG,scattered clouds
477,A,-2.8856,-40.12,78.58,79,92,14.94,BR,overcast clouds
478,B,30.2876,112.2298,78.57,88,100,1.48,CN,overcast clouds
479,M,19.2167,-98.8083,58.03,94,100,1.03,MX,overcast clouds
480,S,70.0311,20.9714,50.0,86,100,12.46,NO,light rain
481,K,23.3687,104.28,77.54,70,100,5.95,CN,overcast clouds
482,C,13.9311,121.4233,84.38,71,100,5.39,PH,overcast clouds
483,M,3.9366,41.867,71.62,68,46,13.87,KE,scattered clouds
484,N,13.35,-15.75,75.99,93,58,6.08,GM,broken clouds
485,P,65.85,74.4859,61.38,58,2,11.48,RU,clear sky
486,V,61.4732,-6.8119,51.67,92,96,14.45,FO,overcast clouds
487,G,60.3071,54.3241,61.14,65,14,0.87,RU,few clouds
488,B,26.326,43.975,88.97,13,100,6.38,SA,overcast clouds
489,A,34.6381,-99.334,96.87,28,0,12.66,US,clear sky
490,P,41.7245,-81.2457,75.04,90,75,4.61,US,broken clouds
491,M,-0.8667,134.0833,84.29,67,59,9.4,ID,broken clouds
492,Z,30.3823,67.7282,65.1,76,100,1.68,PK,overcast clouds
493,U,-7.6087,15.0613,60.8,88,100,1.83,AO,overcast clouds
494,D,39.8161,109.9776,77.34,35,0,7.27,CN,clear sky
495,C,-45.5752,-72.0662,39.81,98,100,8.5,CL,overcast clouds
496,I,53.921,9.5153,58.05,55,100,6.6,DE,overcast clouds
497,A,28.0996,-16.681,75.7,68,0,12.66,ES,clear sky
498,K,41.5,33.6667,54.45,91,0,1.7,TR,clear sky
499,F,53.9253,-3.0109,59.85,74,100,3.67,GB,light rain
500,P,-31.4333,152.9167,65.89,47,0,6.2,AU,clear sky
501,N,31.6,131.3667,85.35,72,18,10.96,JP,few clouds
502,N,30.3333,10.85,79.68,28,0,11.9,LY,clear sky
503,A,-20.0742,-41.1239,58.01,83,0,2.04,BR,clear sky
504,B,56.1715,-3.0338,57.04,92,100,3.27,GB,overcast clouds
505,S,30.4833,-115.95,67.5,85,8,11.54,MX,clear sky
506,C,-17.9,-64.4833,51.37,94,14,3.38,BO,few clouds
507,S,-21.6403,-41.0511,68.7,84,0,10.63,BR,clear sky
508,S,40.3698,-80.634,74.37,88,62,1.01,US,broken clouds
509,W,-44.7,169.15,43.21,89,96,3.44,NZ,overcast clouds
510,S,-35.3378,143.5544,51.71,81,99,7.43,AU,overcast clouds
511,O,59.7775,30.8181,57.96,88,0,3.71,RU,clear sky
512,W,47.5001,-120.5015,95.77,37,100,5.77,US,overcast clouds
513,Z,5.0314,25.1361,68.29,98,100,2.62,CF,overcast clouds
514,C,30.9236,66.4512,79.0,63,97,4.12,PK,moderate rain
515,T,-17.8333,-149.2667,76.96,79,46,27.29,PF,light rain
516,S,36.2126,57.6819,83.59,32,2,11.52,IR,clear sky
517,S,28.3062,70.1307,86.9,72,91,11.61,PK,overcast clouds
518,A,26.15,87.5167,87.13,69,82,5.37,IN,broken clouds
519,C,15.75,102.0,88.81,59,29,4.7,TH,scattered clouds
520,N,-14.7203,-56.3275,73.02,37,0,4.07,BR,clear sky
521,P,-2.6833,111.6167,84.85,68,91,3.71,ID,overcast clouds
522,B,44.7749,-117.8344,87.19,28,0,11.03,US,clear sky
523,O,49.6261,-1.6435,63.09,72,0,8.05,FR,clear sky
524,F,-27.2667,28.4833,48.25,82,61,8.68,ZA,broken clouds
525,V,-22.8167,47.2833,58.91,90,77,2.33,MG,broken clouds
526,P,37.6667,21.6167,76.57,59,0,4.32,GR,clear sky
527,I,-23.865,35.3833,63.41,80,2,5.19,MZ,clear sky
528,W,52.3251,17.5652,53.55,76,0,4.88,PL,clear sky
529,J,38.4953,102.1739,85.8,16,25,4.12,CN,scattered clouds
530,O,70.2396,22.3479,50.07,96,100,11.48,NO,light rain
531,Z,27.6867,106.9072,77.43,79,97,2.75,CN,overcast clouds
532,T,27.7172,109.1853,89.29,64,91,2.77,CN,overcast clouds
533,L,69.3833,178.4167,39.42,79,94,7.52,RU,overcast clouds
534,B,-8.4667,118.7167,88.2,51,10,6.38,ID,clear sky
535,Q,31.8128,121.6561,91.92,76,0,11.07,CN,clear sky
536,I,67.4667,86.5833,61.3,70,93,10.29,RU,overcast clouds
537,W,37.2398,-96.9956,83.17,62,0,5.75,US,clear sky
538,T,-25.4,-70.4833,59.52,79,100,5.35,CL,overcast clouds
539,M,31.7167,-116.5667,69.1,79,15,3.0,MX,few clouds
540,K,3.2783,32.8867,62.28,91,100,1.25,UG,overcast clouds
541,N,26.1842,127.7558,84.25,79,75,9.22,JP,broken clouds
542,L,-2.0226,147.2712,83.88,75,46,13.13,PG,scattered clouds
543,Y,53.6725,32.7542,59.22,97,64,4.16,RU,broken clouds
544,R,38.0833,138.4333,81.21,75,52,5.14,JP,broken clouds
545,B,-0.7813,35.3416,55.22,91,100,2.3,KE,overcast clouds
546,Z,27.6333,93.8333,59.74,91,93,0.83,IN,heavy intensity rain
547,P,42.1584,-72.3287,71.92,76,96,2.46,US,overcast clouds
548,K,28.6453,70.6567,88.5,68,98,12.68,PK,overcast clouds
549,W,47.6332,-52.9481,63.09,93,100,18.41,CA,fog
550,A,34.4506,40.9171,86.79,16,0,7.81,SY,clear sky
551,D,-14.4086,-56.4461,70.5,41,0,5.03,BR,clear sky
552,D,23.4517,108.5881,91.31,54,100,1.97,CN,overcast clouds
553,P,6.189,-67.4859,75.4,91,100,7.25,CO,overcast clouds
554,D,41.6833,-8.7667,63.3,79,0,3.13,PT,clear sky
555,S,7.7669,-72.225,64.92,95,35,2.08,VE,scattered clouds
556,M,1.487,124.8455,90.37,66,40,3.44,ID,scattered clouds
557,K,-6.05,26.9167,72.72,47,3,4.03,CD,clear sky
558,R,24.6877,46.7219,91.04,14,100,9.82,SA,light rain
559,S,-30.3833,153.1,67.19,39,0,10.36,AU,clear sky
560,T,4.423,-7.3528,74.82,76,97,11.07,CI,overcast clouds
561,B,54.2331,-125.7533,81.43,46,1,2.26,CA,clear sky
562,I,-23.7781,-45.3581,66.51,88,22,3.65,BR,few clouds
563,W,61.5814,-149.4394,71.15,41,0,13.8,US,clear sky
564,K,51.7102,143.2326,61.27,75,67,9.13,RU,broken clouds
565,X,36.4989,111.7047,83.89,42,0,3.69,CN,clear sky
566,C,-11.0267,-68.7692,74.71,68,28,1.88,BO,scattered clouds
567,L,65.5833,-171.0,41.95,83,100,7.25,RU,overcast clouds
568,K,4.7717,33.5903,71.26,78,100,4.83,SS,overcast clouds
569,C,-16.9833,-65.1333,77.4,60,92,1.79,BO,overcast clouds
570,M,4.1363,96.1285,81.95,72,93,1.63,ID,overcast clouds
571,M,4.05,38.3,55.42,79,100,14.94,ET,overcast clouds
572,H,42.8675,130.3581,83.68,63,52,8.86,CN,broken clouds
573,E,-29.6528,30.3147,52.7,96,100,1.9,ZA,overcast clouds
574,A,46.4333,26.4,61.72,86,10,4.03,RO,clear sky
575,P,22.7,89.5167,86.97,66,100,5.7,BD,overcast clouds
576,F,55.756,-4.8556,52.48,90,100,4.59,GB,overcast clouds
577,M,-17.0231,-72.0147,58.93,85,65,8.5,PE,broken clouds
578,H,34.8833,132.0833,84.85,72,17,7.05,JP,few clouds
579,R,47.0667,20.2667,68.32,60,0,6.91,HU,clear sky
580,F,-20.65,166.5333,73.31,72,79,16.78,NC,broken clouds
581,B,68.5333,146.4167,63.32,33,98,13.31,RU,overcast clouds
582,R,51.23,-101.3565,51.85,89,31,6.78,CA,scattered clouds
583,Q,36.5418,9.6633,74.48,64,0,4.09,TN,clear sky
584,B,45.3167,55.2,83.66,35,98,4.5,KZ,overcast clouds
585,I,-2.9248,-39.9167,78.1,81,89,14.16,BR,overcast clouds
586,C,34.8042,32.4083,74.28,41,0,5.75,CY,clear sky
587,A,48.6814,71.6433,77.74,39,41,10.36,KZ,scattered clouds
588,N,-22.2763,166.4572,78.78,99,100,7.81,NC,overcast clouds
589,B,63.05,179.3167,48.61,93,100,3.06,RU,overcast clouds
590,M,50.4587,36.7408,67.35,82,18,2.75,RU,few clouds
591,H,5.3505,48.5268,74.5,81,100,21.74,SO,overcast clouds
592,V,-22.6667,167.4833,69.33,68,100,8.43,NC,overcast clouds
593,L,-13.3128,35.2406,52.68,78,60,6.11,MZ,broken clouds
594,W,40.973,-117.7357,93.25,10,0,10.36,US,clear sky
595,R,9.9658,98.6348,83.57,76,100,1.52,TH,overcast clouds
596,H,34.8791,-76.9013,82.35,89,56,4.0,US,broken clouds
597,M,21.4267,39.8261,87.03,61,96,8.34,SA,overcast clouds
598,H,-42.5167,172.8167,43.54,98,100,2.06,NZ,overcast clouds
599,B,3.0833,-59.95,74.61,92,100,3.87,BR,overcast clouds
600,K,55.9375,110.0997,56.79,98,100,4.52,RU,overcast clouds
601,S,54.9047,-1.3822,61.18,90,100,4.05,GB,overcast clouds
602,M,31.6315,-8.0083,71.67,64,0,8.05,MA,clear sky
603,N,60.1432,-45.2371,42.3,85,97,8.34,GL,overcast clouds
604,L,23.9167,-106.9,79.68,87,100,4.18,MX,overcast clouds
605,T,30.9866,103.9393,85.64,63,0,2.86,CN,clear sky
606,V,60.34,102.2797,68.72,64,86,2.84,RU,overcast clouds
607,V,48.7314,9.1097,60.15,69,0,5.75,DE,clear sky
608,U,43.801,87.6005,86.95,18,0,2.24,CN,clear sky
609,G,31.61,34.7642,76.41,70,0,2.57,IL,clear sky
610,S,-28.6606,-56.0044,66.94,85,94,6.96,BR,overcast clouds
611,H,34.4155,109.9939,73.87,54,0,3.96,CN,clear sky
612,L,5.2767,115.2417,81.45,76,100,5.73,MY,overcast clouds
613,K,-10.4544,161.9205,83.32,73,100,10.6,SB,overcast clouds
614,P,34.7667,32.4167,74.98,41,0,5.75,CY,clear sky
615,A,-35.1667,173.1667,57.63,85,55,15.05,NZ,broken clouds
616,B,42.2506,-75.833,72.64,86,83,3.74,US,broken clouds
617,W,37.9281,102.6414,85.53,18,58,2.8,CN,broken clouds
618,P,11.6667,92.75,84.24,79,75,6.91,IN,broken clouds
619,K,-5.9475,29.1947,69.42,65,25,2.13,CD,scattered clouds
620,C,43.213,-8.691,63.91,74,85,1.25,ES,overcast clouds
621,A,38.2477,36.914,60.57,44,0,2.55,TR,clear sky
622,L,11.0333,-63.8628,77.77,90,96,10.02,VE,overcast clouds
623,T,18.217,-63.0578,82.09,69,1,20.02,AI,clear sky
624,M,13.5,7.1017,76.15,71,100,15.19,NE,overcast clouds
625,U,11.7139,-72.266,80.83,72,6,12.55,CO,clear sky
626,L,34.8062,-106.7334,77.79,65,84,0.6,US,broken clouds
627,W,-22.9575,14.5053,53.1,86,5,3.96,NA,clear sky
628,K,0.1866,30.4539,62.96,74,60,1.12,UG,broken clouds
629,S,49.7419,19.5943,61.21,80,67,1.19,PL,broken clouds
630,S,48.9167,2.3333,64.18,60,0,6.91,FR,clear sky
631,C,33.0833,-16.3333,67.42,78,40,12.66,PT,scattered clouds
632,B,20.73,81.2047,82.85,72,34,6.13,IN,scattered clouds
633,A,40.2183,-8.054,68.74,90,0,1.14,PT,clear sky
634,V,62.1564,-7.1664,50.92,100,100,13.8,FO,overcast clouds
635,G,35.1473,-107.8514,66.43,63,83,11.5,US,broken clouds
636,V,59.4511,112.5578,81.73,59,85,2.42,RU,overcast clouds
637,L,-17.8419,25.8543,53.73,59,0,4.23,ZM,clear sky
638,T,58.9564,126.2925,83.07,50,3,7.25,RU,clear sky
639,S,5.8933,95.3214,81.46,75,63,4.61,ID,light rain
640,B,10.4396,45.0143,88.39,38,43,23.33,SO,scattered clouds
641,S,36.4182,54.9763,78.15,48,61,9.06,IR,broken clouds
642,B,46.8161,134.26,88.34,53,41,4.16,RU,scattered clouds
643,H,44.6453,-63.5724,66.52,85,84,1.99,CA,broken clouds
644,S,33.7333,135.9833,85.21,71,41,6.55,JP,scattered clouds
645,V,63.4453,120.3167,84.94,43,44,6.58,RU,scattered clouds
646,L,3.3803,-59.7968,73.71,94,100,1.07,GY,overcast clouds
647,S,50.4111,80.2275,75.42,50,75,15.66,KZ,broken clouds
648,S,28.7086,-82.0831,77.02,91,16,3.67,US,few clouds
649,D,25.2867,51.5333,89.91,94,75,6.91,QA,broken clouds
650,G,55.1153,83.9059,70.43,66,100,7.76,RU,overcast clouds
651,L,-12.0432,-77.0282,59.9,88,69,8.86,PE,broken clouds
652,N,53.1257,47.2041,66.9,90,0,4.12,RU,clear sky
653,G,41.5284,-87.4237,76.89,94,0,5.75,US,clear sky
654,L,22.2667,-101.9667,66.6,59,99,18.14,MX,overcast clouds
655,A,19.75,10.25,84.81,16,44,3.51,NE,scattered clouds
656,J,19.8333,75.8833,78.06,78,100,5.84,IN,overcast clouds
657,D,41.3,-96.167,79.9,64,0,5.75,US,clear sky
658,O,59.3833,143.3,66.0,75,26,5.37,RU,scattered clouds
659,C,38.6979,-9.4215,67.93,73,0,35.01,PT,clear sky
660,P,-34.7167,-55.95,59.09,100,100,3.44,UY,mist
661,S,21.5167,-105.2667,80.96,79,81,2.3,MX,broken clouds
662,M,26.9753,83.1117,83.77,77,91,5.68,IN,light rain
663,A,66.0,111.5,81.46,59,28,12.21,RU,scattered clouds
664,L,66.6572,66.4183,66.97,54,80,10.07,RU,broken clouds
665,S,27.0377,14.4283,79.47,15,0,10.02,LY,clear sky
666,G,40.925,-98.342,77.2,82,0,0.0,US,clear sky
667,K,39.0843,66.8332,89.98,25,0,6.85,UZ,clear sky
668,P,9.2319,-80.0867,77.25,90,100,1.63,PA,overcast clouds
669,V,63.4427,-20.2734,51.87,74,95,17.25,IS,overcast clouds
670,K,-15.7667,128.7333,78.78,18,5,13.8,AU,clear sky
671,A,24.7,-77.7667,82.15,79,1,16.44,BS,clear sky
672,F,69.2296,17.9811,48.81,90,100,3.29,NO,light rain
673,E,40.8021,-124.1637,62.19,85,16,1.01,US,few clouds
674,H,50.2334,-63.5986,60.01,79,59,5.53,CA,broken clouds
675,G,52.4345,30.9754,63.82,87,94,8.95,BY,overcast clouds
676,R,-7.738,-72.6509,77.65,69,89,0.58,BR,overcast clouds
677,P,-10.6667,-77.8333,62.17,85,77,9.64,PE,broken clouds
678,B,10.6667,122.95,84.9,77,99,13.11,PH,overcast clouds
679,G,40.6181,-8.733,63.01,85,4,9.19,PT,clear sky
680,M,-21.6924,165.677,73.47,63,100,8.34,NC,overcast clouds
681,W,48.4111,-114.3376,82.15,58,0,8.05,US,clear sky
682,K,26.3167,89.4333,82.2,83,94,3.89,IN,overcast clouds
683,M,31.3525,27.2453,76.55,68,0,4.85,EG,clear sky
684,C,42.2683,118.9636,66.47,82,100,1.9,CN,moderate rain
685,U,8.0434,-77.0945,73.96,99,100,3.49,CO,overcast clouds
686,M,8.3404,17.7663,69.78,97,100,1.5,TD,overcast clouds
687,M,25.3833,97.4,75.09,99,100,1.88,MM,overcast clouds
688,S,56.3703,98.3543,58.24,77,100,3.78,RU,overcast clouds
689,B,29.0731,31.0979,77.95,37,0,6.93,EG,clear sky
690,B,20.3467,-74.4958,79.07,84,57,12.28,CU,broken clouds
691,O,9.51,-7.5692,69.19,99,43,4.0,CI,light rain
692,R,39.4883,-1.1004,69.78,95,10,1.43,ES,clear sky
693,G,13.7796,124.39,88.79,65,100,6.71,PH,moderate rain
694,H,-24.0,21.75,60.94,34,76,11.5,BW,broken clouds
695,S,44.8333,-106.9173,74.01,43,0,8.05,US,clear sky
696,S,-31.5375,-68.5364,50.11,71,99,12.35,AR,overcast clouds
697,K,7.4167,81.8167,81.52,72,85,2.37,LK,moderate rain
